mun_key,distance,probe_id
010010000000,0.7467461240672935,28729
010010000000,9.620535935618935,19632
010010000000,16.848580214505603,1013717
010010000000,31.318680263886367,50680
010010000000,35.41169964359572,4879
010020000000,0.6354155731257326,1004623
010020000000,1.0952833319622983,7012
010020000000,1.4942403364741186,53696
010020000000,2.8307815288875333,35573
010020000000,3.962244018966097,1008655
010030000000,0.3431729410365094,51003
010030000000,0.6172288914256254,62667
010030000000,0.7460759494382699,7304
010030000000,2.132681255239788,1002792
010030000000,2.51394866677477,1004121
010530100100,10.515273350854564,1012370
010530100100,13.347180879815689,29660
010530100100,15.410678562168403,65876
010530100100,17.891266089898917,1002792
010530100100,19.65708945139378,51003
010540033033,10.481312785345787,52676
010540033033,35.244213749405084,50680
010540033033,38.66259166354654,1008435
010540033033,39.01013443158469,50412
010540033033,39.743879638435786,23368
010550032032,27.550681458778147,62667
010550032032,27.821535116218744,51003
010550032032,27.918150526034022,7304
010550032032,28.78982627368467,1004121
010550032032,30.26160564019009,1002792
010595920002,19.673086801214826,1013717
010595920002,25.73040734135617,50680
010595920002,32.767836362208264,1008655
010595920002,33.204295116780415,19632
010595920002,36.73928443286334,7012
010600004004,0.2179893829777278,1007889
010600004004,13.121617118708787,30729
010600004004,15.532322116070814,3297
010600004004,19.277408421098556,1009617
010600004004,20.18983221821879,1008619
010615153055,9.341584917859189,1002970
010615153055,10.513222682243038,61776
010615153055,11.66217930303261,1013718
010615153055,14.629300501572944,30729
010615153055,21.534479653473184,35503
020000000000,0.1155780260274287,12125
020000000000,0.1721051987567616,62031
020000000000,0.3350642311505084,1458
020000000000,0.4661904542377702,31861
020000000000,0.6420168585896461,1008912
031010000000,0.8692583017391133,16334
031010000000,1.6436028341820912,11421
031010000000,1.7046215407874563,22340
031010000000,1.7452141041602172,14803
031010000000,2.0624925692455416,54749
032410001001,0.919987623637862,1008669
032410001001,0.985142756854422,1007906
032410001001,1.3278156776990244,65494
032410001001,1.5047210102969066,1010352
032410001001,1.7288693006541245,1012117
032410007007,4.651532258993393,53443
032410007007,4.944578029374489,1013231
032410007007,4.97099602059652,1013241
032410007007,5.372981688312087,1008711
032410007007,5.4517554522719305,50548
032570009009,5.929843426059247,61613
032570009009,11.786825301221004,1006460
032570009009,14.639165185311525,11075
032570009009,16.157896079797204,61286
032570009009,27.47641551241737,34593
032575407033,3.891476027193309,61286
032575407033,11.972135441637407,1000675
032575407033,20.399573334639506,1006460
032575407033,24.19537292814573,50470
032575407033,24.5024809243064,61613
033545403021,52.564234775567854,60721
033545403021,63.35598246144594,1005887
033545403021,64.71613006147714,29377
033545403021,67.78290941836721,1006313
033545403021,70.55723948622216,19669
033580019019,15.539261082384922,28460
033580019019,18.733948563252067,2615
033580019019,21.432189673096453,3294
033580019019,21.70246117058629,1013165
033580019019,35.67626120513223,11863
033585402018,26.822229322435238,20060
033585402018,31.671721330194284,22055
033585402018,33.600566530715035,51028
033585402018,37.63441465478064,2615
033585402018,38.50264472979232,28460
034040000000,1.818646342654052,13477
034040000000,2.111198891190145,29329
034040000000,4.798136752226643,65058
034040000000,11.968382807730086,30458
034040000000,16.073066278309444,62504
040110000000,0.7227148880723504,2322
040110000000,0.7227148880723504,2332
040110000000,1.1398211912945952,1012116
040110000000,1.7881330719980364,71
040110000000,1.8432778235148009,27793
051110000000,0.1066189108340634,1005689
051110000000,0.3784497325026514,1013507
051110000000,0.5549322631412182,1009845
051110000000,0.5549322631412182,1012055
051110000000,0.6157409447670289,1008165
051580008008,4.640779371354228,20471
051580008008,4.863970647480612,1206
051580008008,6.527204456595168,65338
051580008008,9.279988479010916,13430
051580008008,9.499751571435562,23191
053150000000,0.2546229582599031,35202
053150000000,1.329585977684309,53187
053150000000,2.4187625326255597,1009944
053150000000,2.7912470823356803,27918
053150000000,2.979277339024342,62183
053580012012,18.220491184181903,60180
053580012012,20.54136752991256,1010983
053580012012,23.02930865828365,53285
053580012012,23.61795730332545,54759
053580012012,24.19381591973969,1000948
057540032032,9.552430832036322,1014162
057540032032,12.794822923408718,61867
057540032032,13.243897660558012,1001567
057540032032,15.742961985900788,2227
057540032032,18.21325880319408,13662
059130000000,1.3322375852588868,6357
059130000000,1.860468205145111,164
059130000000,3.389583074830252,1009697
059130000000,3.699366299770164,54635
059130000000,5.336688521454527,29284
059540012012,9.48738314024899,24907
059540012012,9.702478715677069,1012895
059540012012,11.815077911945364,1009584
059540012012,13.057533823209608,33480
059540012012,13.165199969000437,1014441
059580020020,12.688729000073918,1011688
059580020020,35.846538710110266,31881
059580020020,36.19698457763393,22455
059580020020,36.34238362188989,51682
059580020020,41.88207156360973,28623
064120000000,0.0703909600377035,1003186
064120000000,0.0847027202971786,7184
064120000000,0.0847027202971786,1005585
064120000000,0.0847027202971786,1009095
064120000000,0.1331864246751561,1000376
064140000000,0.7178261999978744,28280
064140000000,0.9488103654792864,21313
064140000000,8.230581538633789,34696
064140000000,10.292015409061715,6336
064140000000,11.574268220406498,29292
064310016016,0.2885496029089955,64296
064310016016,0.8770804962771053,29680
064310016016,1.2827076109483688,29289
064310016016,3.9971706166182095,30434
064310016016,4.624730212502514,28886
064340007007,5.159366650443255,62422
064340007007,10.160347123787606,16555
064340007007,11.002186412014224,10293
064340007007,13.051136121433217,19615
064340007007,15.565430030758396,27740
065330003003,1.4836367079381152,53066
065330003003,10.574847975599528,60833
065330003003,17.161995794093226,62422
065330003003,17.98928420789693,1003422
065330003003,17.989777871297424,53000
065350006006,16.652942161294146,1009566
065350006006,20.06313596036882,53179
065350006006,22.523107167960468,4718
065350006006,24.67423161202389,1013294
065350006006,24.91115252278249,6679
066110000000,1.2650817295699155,1001472
066110000000,1.3610143529642449,62423
066110000000,1.7316846221072044,1011089
066110000000,1.7357657604629295,1013469
066110000000,1.7522438964481717,1010829
066340023023,8.19301264552785,1009566
066340023023,19.026243571192712,53179
066340023023,22.682951342845527,12177
066340023023,23.379319320306507,1005908
066340023023,29.047473943404835,22098
066350017017,11.473698331812251,1011688
066350017017,20.86728128476444,22455
066350017017,20.919962328847987,51682
066350017017,24.409507563707404,31881
066350017017,32.70273438216071,22098
071345002010,17.40644338636729,1007168
071345002010,19.72295168368277,1008016
071345002010,23.699385777600128,1010401
071345002010,27.25968886144181,33891
071345002010,31.76616394436434,35357
071415009069,4.235731361957786,25341
071415009069,17.039878892887504,29386
071415009069,21.01978803210517,33973
071415009069,22.614174237560825,51643
071415009069,28.29374398823666,34933
071435007067,10.814020433739916,1004571
071435007067,11.194655623496264,1000714
071435007067,13.754531873319072,18470
071435007067,23.535470882891985,1013237
071435007067,23.838359222103005,29712
072325008070,13.77410420194136,51160
072325008070,20.878619461650462,27199
072325008070,24.631086536256618,29543
072325008070,28.106876125446718,1013838
072325008070,37.66076502347857,17909
073140000000,1.5341517904207662,7208
073140000000,2.7134672001654248,1013255
073140000000,3.1700179794633527,15146
073140000000,3.2372261309817807,11463
073140000000,3.31211738851244,4435
073150000000,1.5855379600589603,34696
073150000000,2.7611429809777635,6336
073150000000,5.60848490606848,29292
073150000000,9.461762671745667,21313
073150000000,10.313422192973531,28280
073335007054,5.779936133856617,1011289
073335007054,13.41449419474072,1000506
073335007054,14.99478793059895,35357
073335007054,27.344563986703307,30685
073335007054,30.43308377323545,29386
073375001501,13.141094086504106,53040
073375001501,13.59041963914833,28932
073375001501,17.676100721051757,1008393
073375001501,18.778989830579025,29633
073375001501,18.992821476654875,1014049
073395007049,12.37707367937406,52730
073395007049,13.70509382173806,10864
073395007049,14.60016563517244,1008795
073395007049,15.158739183538632,21674
073395007049,17.427170806872017,29292
081110000000,0.2191923946586715,19869
081110000000,0.3660819346757577,22109
081110000000,0.3962406895307241,21574
081110000000,0.403500895521136,19836
081110000000,0.403500895521136,19837
081255007103,16.592880462045127,29222
081255007103,16.720523558813657,18811
081255007103,20.260771054216598,25329
081255007103,20.842326557577437,81
081255007103,21.64845828393491,29951
081275004047,17.252450902280664,1010576
081275004047,21.091341440816198,62217
081275004047,26.484351518717464,20250
081275004047,30.36562036561191,55713
081275004047,31.50110202248077,18811
081350020020,22.27040208432415,1506
081350020020,24.359167185251376,1006858
081350020020,24.92980039137538,1011407
081350020020,25.71441154529764,53353
081350020020,28.04141516466146,24357
082120000000,0.3506087836025549,11194
082120000000,0.3507783753960827,52831
082120000000,0.3997051346203068,21421
082120000000,0.4221990284832732,21441
082120000000,0.450910826574358,896
082220000000,0.3924274706431746,1013255
082220000000,0.9696821218022148,4435
082220000000,1.1422515726767353,34462
082220000000,1.1847889169329446,1012971
082220000000,1.2508327974167135,29391
083110000000,0.6602414758968005,1013945
083110000000,1.966320843994552,11729
083110000000,3.476046227545347,1004771
083110000000,4.19083061134613,1010559
083110000000,6.377792131617213,29215
083260003003,13.553900343909577,51017
083260003003,14.697696965999167,32134
083260003003,18.88391320210248,1009411
083260003003,26.284858912217675,33886
083260003003,30.27026334357783,6761
083370116116,10.849341986054212,4332
083370116116,24.377096311544243,1005212
083370116116,41.28982747842555,1013945
083370116116,41.60553557029111,1004771
083370116116,42.62478498491856,11729
084375001047,11.799138427729709,52839
084375001047,15.042199394806197,19884
